Capacity,DVD_ETI,ICA,CCCT
1.0,0.6462562391548667,0.6372580369876377,0.9508419920195642
0.9787702196996414,0.6408309348721293,0.690757518628022,0.940312136468459
0.9788224907314244,0.6397645750302758,0.7076948111314109,0.9503081858930282
0.9790430980118714,0.6391058697798719,0.7130672082583722,0.9576878334579565
0.976352441514685,0.6397718532055565,0.7217254317355201,0.9506075547578462
0.978899295127579,0.6388829442709434,0.7278685192667138,0.943847149639322
0.9773397681255714,0.6375158750916428,0.7334613799163827,0.943302407663843
0.9805472069588916,0.6382054485530064,0.7421467497878077,0.956737098090464
0.9564581399064344,0.6373603423432521,0.7337008963262709,0.9449796934954939
0.9571951869322423,0.6381030384287683,0.7391739914256192,0.9432060354950317
0.9571785934361126,0.6387404552753257,0.7497595010899083,0.9463145505571132
0.9359955461143838,0.6387439063734064,0.7502760667023737,0.5994752159488422
0.9348189334870497,0.6387243636682709,0.7460779221478451,0.9344491544538296
0.9346839992990891,0.6386697481820058,0.7488481362635315,0.9333706063518186
0.9354051632784214,0.6405286108257782,0.755554377075264,0.9436017765286608
0.9341277124079044,0.6407262857841753,0.7517247416156525,0.9178642560410314
0.9118726792479843,0.641043478788542,0.7518591810521917,0.9204799744101134
0.9133158193639827,0.6416018527734995,0.7572114569703927,0.9213028970430832
0.913017530244562,0.641509862890095,0.7477184504902435,0.8944116444919546
0.9790627532004311,0.6321785947846768,0.7721833243996127,0.8648506778175874
0.980472496645998,0.6317781041773523,0.7838369580944698,1.0
0.9797045988046424,0.6341988581605595,0.7978508760575599,0.9872911765469783
0.9591450250490985,0.6357609571959975,0.7973542523324381,0.9651419814938096
0.9574950971198258,0.6364074296628841,0.7998594164873932,0.9636902475466108
0.958457233114497,0.6382411532868106,0.791069144782644,0.9576447735527429
0.9359151657407581,0.6385215763841883,0.795193669146808,0.9425656048413004
0.9367742114924967,0.6400821765617826,0.784795637851017,0.9507996156049097
0.93500371818733,0.6404914625987677,0.7981909402713205,0.9176612593450247
0.9125300956594334,0.6412261293669501,0.7999255986506109,0.9107942296993052
0.9146945690015885,0.6414896429604044,0.7914292646943595,0.9190063687650283
0.9845401607879191,0.6474595390170026,1.0,0.9107621056430348
0.9424554565001495,0.6452039652191326,0.9964829335417459,0.9201119147441218
0.9205717700445966,0.6474688917214815,0.9228211412681424,0.9294617238452085
0.9101057984818153,0.6502596817579751,0.9082488561166161,0.9255637771875458
0.8894737267261785,0.6516836874615368,0.844405379139706,0.9068105049764948
0.8901535734445422,0.6505121643253564,0.8974039650958914,0.8880572327654438
0.8789637313246683,0.6529894898443063,0.8525279486830186,0.8698162367283221
0.8575099473639792,0.6551823152469507,0.826836052593429,0.8655772282817459
0.8480500381199594,0.6569097293938038,0.7969592943444107,0.8534978996335123
0.8376045384909365,0.6569872004464301,0.8202670100970125,0.8386319799764606
0.8380612743009007,0.6565848026623988,0.8471443472851141,0.8160562868145104
0.8267470240905318,0.6561260092954049,0.7954767904073591,0.8311347720353938
0.8413196495552524,0.6517204463751467,0.7895581762452176,0.8327266215471766
0.8271736435948135,0.6599786615859622,0.7621460314028525,0.8137276344801849
0.8059073748276444,0.6614065278073191,0.7317559378988515,0.8201353584702935
0.7856345973214978,0.663978857071899,0.7311196249986429,0.8115493500688276
0.7743047299147625,0.6646741854073963,0.7325106210763149,0.7978467313430999
0.8451344039188003,0.6407436463907126,0.9178404526827935,0.7727824490560312
0.8464120828612636,0.6514597411714518,0.9218280611803612,0.7685960693824937
0.8149008915361114,0.6561766746718716,0.823971382108281,0.9049100594773486
0.794934205769786,0.6603568187441642,0.8474043466273395,0.8669544617580198
0.7743376935244622,0.6630339904354212,0.7812329073128399,0.8322563800426203
0.7641169581016383,0.664832341748514,0.7354828281234003,0.8080669656710031
0.7537911804254395,0.6644743131863478,0.8721667197031157,0.7874563078660195
0.7330370574537204,0.6673561162532238,0.7152061083568193,0.776830080146103
0.7117701782503405,0.6682979613820876,0.6927154645520972,0.7520747355916774
0.7117752364169035,0.6712900902125281,0.670749930248502,0.7457633837703763
0.7023554166422672,0.6716909894016254,0.7188499952706618,0.7353504051048543
0.6913830848154934,0.6721413442008859,0.687820143967549,0.7189568840485605
0.6687952652739737,0.6741163053738051,0.6511445108255376,0.7133180869372651
0.6592886791026077,0.6770074630544975,0.6271874434708159,0.699199905951699
0.6390654697926622,0.6791566850504349,0.6032303761160943,0.6874848777713833
0.6390477812477332,0.6794575942786207,0.618221977767187,0.0
0.6180160970554943,0.680571852791314,0.5634426057486742,0.3231307558448695
0.6187532194461194,0.6826599560126434,0.5799892831586896,0.646261511689739
0.5974686813772133,0.6839773014296573,0.5738844644567866,0.6437414819989092
0.5854142279710435,0.685525146165419,0.5528880708452115,0.6229059558000326
0.5760719364138154,0.6877618361383044,0.5294425574282354,0.6038208489226138
0.5655797791572104,0.6886855016177766,0.513062412802683,0.5925015617759274
0.5559568379814379,0.6905662368082357,0.5121566943681531,0.5799847991699691
0.5441970715769596,0.6915396019123174,0.4923093995713126,0.568696269098435
0.5336579586718815,0.6932487865913175,0.48293542864544353,0.5572901786507622
0.5237884406298948,0.6944089274069327,0.4639807653352564,0.5446989155738792
0.5138299184721312,0.6957598063788404,0.4632259673293408,0.517680533778787
0.5029834975409035,0.6977850179750309,0.4189827695659229,0.522742464858333
0.48096179654055105,0.6999066303392372,0.41242465373204434,0.5118708640277553
0.4806392306319535,0.7045260451867787,0.382144908550686,0.49780599530578695
0.49055316704711316,0.6997104600346389,0.4192046117207148,0.4855134176031627
0.47108892414972375,0.7040585194533224,0.38144916996099903,0.4734559606528155
0.44997832867694815,0.7068295422941544,0.36222258299744164,0.4809312968959959
0.44022294703018916,0.7078201411640896,0.39166899893228685,0.45213994059100066
0.4389921787091373,0.7065075404499401,0.36476123754014883,0.42296309561076034
0.44082804406116277,0.7069420678581846,0.36498112888054823,0.44070240957761664
0.4288862807354413,0.708570004049903,0.3587172852008556,0.44457848453739307
0.40808458853613927,0.712590165623582,0.3234996252123424,0.43455031105655334
0.39841700354484605,0.7150548432713792,0.30309208583789005,0.41937477017629954
0.3990295291242367,0.714146545169537,0.310489394764559,0.3820821582991475
0.398190876551361,0.713444759504759,0.3262756234250269,0.392558701586655
0.3876817851132989,0.7145904040197313,0.31933501016922516,0.39047610585354986
0.5877855830062607,0.7256592495250787,0.4442754611581641,0.38939755775153884
0.4597226696440309,0.7043382004061742,0.42073139116712455,0.4503027179685567
0.43882885958657936,0.7060800706877703,0.3867748751938291,0.45065539909697233
0.41828101959457614,0.7089476864829867,0.365373530556977,0.4501530335361477
0.396495352084461,0.7120065507548805,0.34539031131786435,0.42803596253924947
0.3871914881207115,0.7146018473667834,0.33113810990058823,0.38897037615219426
0.37688050575375753,0.7162901648431208,0.3176994362206802,0.39382931053573356
0.3659183698940692,0.7174504972242075,0.30885356313171347,0.3850936177018587
0.3562257552660864,0.7192096128356913,0.3312645920693004,0.37325009329646136
0.3451778661311014,0.7204329060412666,0.33146480803474,0.36264573727443117
0.3461115304102637,0.7216979750944064,0.3152929261855863,0.3260783088803194
0.3359062843134299,0.7226787093401241,0.303374523946982,0.3229814131577401
0.3244591296974102,0.7247859092488551,0.276334753632664,0.3206322561066465
0.335360376898712,0.7188159534344658,0.2869390383340838,0.31890165801139786
0.3557384986002245,0.720821130052006,0.3109262532443964,0.336939657352513
0.33596996787666894,0.7218520824707202,0.30287647927132566,0.3633606683990874
0.32470691738308827,0.7244244321892137,0.2769243882269107,0.34399874784529605
0.30461341765774025,0.7259888563277737,0.2737934938641663,0.3245944508768501
0.29234156957243995,0.7286123484262355,0.2550062472853315,0.31514245993720086
0.2946685214400552,0.728818547478538,0.2538855489386523,0.3037794293947418
0.29380277336030514,0.7289699717518521,0.25608275778421613,0.3091619175464329
0.2728378223492289,0.731625710501747,0.40495706517863544,0.29268364366083016
0.2615285863519519,0.7339436618532775,0.23868195618440652,0.28281028079159126
0.26186619665817884,0.7345320501802339,0.23240662281592991,0.27293691792235275
0.26220379594314663,0.7335356783169664,0.22911711887586048,0.2715699368044629
0.2516335782685199,0.7353575853607155,0.22361858618443647,0.2735356556519886
0.24095599572393311,0.7383419753387672,0.20884966088240944,0.258915109105598
0.2307249614948073,0.7407465764575911,0.20466547656477246,0.2442945625592074
0.23063688897315465,0.7404466608170179,0.20092267801634286,0.05184891031100182
0.23133408631681918,0.7397547153018085,0.21286000628422033,0.23971312534259967
0.27212694800518117,0.7252218929046963,0.2740701786743776,0.24069530127580344
0.2826801310941461,0.7340315986521513,0.26632288284970995,0.2890522583211558
0.25106053124528876,0.7366777628961478,0.2449723038164378,0.274069120033245
0.23058854998757888,0.7412199119804939,0.21066839422668351,0.2590859817453342
0.21877390799303328,0.7430649671704996,0.20515442794050542,0.24339201327612076
0.20941998438146664,0.74530456227239,0.19228250994439908,0.227698044806907
0.19846596856732346,0.7467184217984095,0.18321984871623984,0.216186013322598
0.1883282700009026,0.7484296270105184,0.16820070578117977,0.205089544098127
0.18744333854516496,0.7503386823110594,0.15903884015806913,0.1950511182589035
