Capacity,DVD_ETI,ICA,CCCT
1.0,0.06415478806064956,0.6525024529179579,0.7999658226155915
0.9770232156627552,0.026841492815242368,0.7210706624515401,1.0
0.9700309640112946,0.034546603622784396,0.7427785329896217,0.9994135614852406
0.9526592655350037,0.04100396151225399,0.7496641259076104,0.9918957980734548
0.9566024317967302,0.01334238312034743,0.7607610349498376,0.983984238046113
0.9484862778160896,0.0,0.7686343918517495,0.9994088321423797
0.9342287603152716,0.01463675908414607,0.7758025443115512,0.9949206857673264
0.9224938779701806,0.02587515743387277,0.7869342458338885,0.984417445852177
0.9013402766659965,0.024702401878850182,0.7761095231995025,0.9784666713749902
0.9379237293464399,0.027296025693096308,0.7831241768010443,0.9574652361770767
0.916569876859249,0.01955440290666389,0.7966912137596385,0.9886445325013052
0.9021060783125137,0.027033266674002944,0.7973532758594446,0.9834028441637387
0.875163369025852,0.041550135469733046,0.7919726768958484,0.9724711257853862
0.8608164816753406,0.050647671166874055,0.7955231528278225,0.960233793487884
0.8558897472930623,0.06615879958193903,0.8041182814358429,0.9463859623014622
0.8369588891386152,0.048230473923584594,0.7992099862789483,0.95392327366374
0.8319416218012253,0.060430978797692686,0.799382292087744,0.950282625529371
0.8027562349277778,0.07470131201028476,0.8062420964332823,0.9421390124123159
0.7883371394180638,0.09006531439619271,0.7940752784104479,0.9293306907867356
0.771691635642449,0.11864175377170622,0.8254309579234997,0.9168865285614474
0.7597293371462738,0.1369594100774237,0.8403669680027712,0.9146549093101213
0.715130549852681,0.12589600079314603,0.8583280628361507,0.9033833088248276
0.7207243826988785,0.1492450856145839,0.8576915594794939,0.8978903347365819
0.7130041843107578,0.1612650965457686,0.8609023311622483,0.8894613846002517
0.7942101751310302,0.1175003082649536,0.8496361810309284,0.8698787522606258
0.7621673830376322,0.12187653248542855,0.8549224238534173,0.9177929859431319
0.7416628227562341,0.11787902046943084,0.8415956706444975,0.9114774214866027
0.7214566322583279,0.13493465035884647,0.8587639099424974,0.9011762821563786
0.6969826786157964,0.15212190747126825,0.8609871542725991,0.8898898630634539
0.6868043347077426,0.1711742682358442,0.8500977327470685,0.8766921588756523
0.6631953001165957,0.18676552691520354,0.981502397802215,0.8726621281790642
0.653611456330706,0.19722625291898907,1.0,0.8616960432425887
0.6313251200135489,0.19799307366041755,0.9999104349034084,0.8591245418843215
0.6151164943891161,0.21661451300194817,0.958952798879905,0.8507592802318512
0.597666843049006,0.24712068854827451,0.9724370963545294,0.8344484072834403
0.579272156654854,0.26269881500833436,0.950421320696294,0.8338717427439268
0.5576331014530422,0.2787972481640354,0.9229492797541843,0.8255165703562267
0.5469414864673396,0.28628762291498006,0.8900673184535226,0.8135800242646818
0.5310897452473545,0.28432037103536295,0.8571853571528609,0.8117866574518048
0.6518108125819909,0.2175106160675824,0.8893454745968261,0.7935295022713457
0.5997613669741836,0.23622322842238966,0.8723153819915866,0.8539714499030169
0.56684464490852,0.27710459770638224,0.8552852893863467,0.8301377689104351
0.5357775678305233,0.3060127803714022,0.8476996312907026,0.8158214174912538
0.5250506468516188,0.33161741196130545,0.812566548993745,0.8019584524076768
0.4950110011103222,0.35102991874017,0.7736167454585546,0.7777997079157849
0.7503719976389197,0.14418466672989763,0.7728012079069256,0.7815976855226617
0.7306424761428763,0.1592812448706179,0.7745839936010995,0.860090116051768
