Capacity_exp,DVD_ETI_exp,ICA_exp,CCCT_exp
1.0,0.01713971642234573,0.9719871828267885,0.9976060526673934
0.9884320792026501,0.001692893974792333,1.0,1.0
0.9750303587525899,0.0,0.994744929618301,0.9870510969175995
0.9749830474723457,0.002956461699370871,0.9735681132657895,0.9799037617713222
0.9605122032113619,0.0034168822445050087,0.9515763773023944,0.9804732628491782
0.9756800378623627,0.027162526932728946,0.9908119713198644,0.9709496478782842
0.9747748161582649,0.02741971326872885,0.975299492591046,0.9708847749973843
0.9245078720374782,0.007500440401773848,0.9023911383068289,0.9625385338011174
0.9238004004391452,0.008664834393974648,0.8857227154025249,0.9541964334270355
0.9113952435912984,0.014091347497835383,0.8701345183298208,0.9534717895446448
0.8982002507207942,0.019260012984696536,0.8540856421791421,0.9443274738859049
0.8858934896228106,0.024812358629573622,0.829575811845028,0.7751533553496248
0.872881237848532,0.0255485172917261,0.8318778910128627,0.9291659914826048
0.859960336953017,0.03333605587247185,0.818802825374855,0.9218850458071569
0.8476824239805786,0.037982655864049704,0.8245249093425076,0.9158118399356903
0.8342196218181656,0.04226738981515871,0.8127082133228724,0.912275025679999
0.8218312111955617,0.0503872119239858,0.8023459654564841,0.9032510699194388
0.8096832564202986,0.0541025789812731,0.800242409462997,0.8938439500793519
0.809705424164392,0.06019547577980126,0.7804143739729209,0.8865674212808998
0.9368011054096441,0.00031526560245259444,0.9581110918074909,0.8782554108813629
0.9117572508066174,0.00512028003814228,0.9295052721454474,0.9694915263595079
0.898445129846821,0.01970034854172489,0.8827477956641396,0.9540410145676884
0.8739772527352104,0.028136821641942998,0.8542652899014298,0.9416875617155039
0.8986335727669679,0.05462638816075427,0.8432842247197243,0.9237613903666256
0.8480695015758851,0.04537502641423742,0.8384317686454598,0.9081899665670017
0.8222802557592632,0.04838492442624946,0.8338104368918418,0.8958235391386371
0.8105186512985617,0.06018162622169335,0.813313881954942,0.8924206114669304
0.7965861981082016,0.06772128521484445,0.8028104632778604,0.8766034988843244
0.784306703693099,0.06913976114604058,0.7992926175608822,0.8675453123270344
0.7979525708381905,0.09791003080373764,0.7565316552055767,0.8582154878344024
0.8745784610870388,0.08727666587632045,0.9365140635588832,0.8462416103491844
0.8263159462914859,0.09087698860643312,0.9520516172109079,0.0
0.795737981674208,0.10341105882706086,0.8514330476302956,0.8874946893955477
0.7775582357454156,0.11882017007803135,0.8026006130156093,0.8645647485182067
0.7540632478620851,0.12380955120037511,0.7504168830062152,0.8487263797150507
0.7483202066423965,0.13068604850796192,0.7711130243801536,0.8335648973117507
0.7297441395271596,0.14276325319543245,0.7062598840241446,0.8251363917814065
0.7114833750042361,0.1509864840496636,0.6632435232630902,0.8169541271436691
0.7001488669521835,0.1645991604610142,0.6410374080504784,0.8033495938819628
0.6881901974862414,0.1704629907175529,0.6306736521397718,0.7922212722869402
0.676642104908824,0.17203419644988047,0.6437208174959906,0.781157547518005
0.6643918053128325,0.17872321508397132,0.6064768564750286,0.7738418189362006
0.6816167852873329,0.1566202930098099,0.6721819621938369,0.7678506013440004
0.6943929540440357,0.18625195836683478,0.6594549982223379,0.75989691009088
0.6579214284607195,0.19638706799986444,0.5819787256834583,0.7611305990472245
0.6347082885283479,0.20849797463030473,0.558671119374763,0.7668112549755429
0.6223227047117187,0.22370978603062577,0.5265710695899215,0.7467970050261299
0.7599393014220015,0.09786652905093554,0.8625681197240822,0.7339347831548041
0.7422527261328741,0.14192483057522287,0.7858215104911458,0.7346337539396472
0.7055350819265186,0.16659225892161494,0.7243824686651905,0.8453317336877141
0.6703457085933334,0.17968058733429224,0.6962902684728984,0.8106134241590474
0.6527239154385076,0.2029720299087078,0.6287292013713758,0.783016500624298
0.6287898054892985,0.2124849069341116,0.6237582171682179,0.7647320101290032
0.6168635413754641,0.22237162253221654,0.5878168138833197,0.7463702242862533
0.599243992877298,0.2391757161520096,0.5462057111925609,0.7356256188803824
0.587234476283717,0.2550040213888247,0.5172932379349106,0.7248119997714266
0.5750762694035585,0.2675454023234623,0.48840493172158456,0.7116651653885807
0.5641427321452184,0.27445823040234213,0.49146053103074444,0.6994409061885691
0.5516800555766573,0.28162477753574505,0.4561422075526177,0.6905508370119937
0.5392753532563973,0.29468569464134287,0.4346461332247065,0.6849135216892125
0.5161898550064636,0.30295214025171374,0.6432455067137564,0.6749796892671821
0.5101489882387769,0.3219718746681781,0.382443723264904,0.6645804284315476
0.5049837290053288,0.33013915350735795,0.4078999188536388,0.6518084764838568
0.492115147945808,0.3432978084342887,0.33832257211125843,0.6426600200029318
0.4868341086046335,0.36260913238205117,0.34816827992602645,0.6384327926615797
0.4688715540874886,0.3618496338219528,0.3329022696642162,0.6323380545147522
0.46229991917385516,0.37821475447594743,0.3165060983465152,0.6211448600388298
0.4507591336677475,0.3872245479836427,0.3002691648570487,0.6099041841351851
0.43885125016153986,0.3972956709374948,0.29561434696980887,0.6002210094827589
0.4214264622137804,0.39916920188319,0.28732003985618965,0.59168456652079
0.4269205649150017,0.4187239334361603,0.27235630168529723,0.5863705113832581
0.4206809413326204,0.4302202692039636,0.25781515468037375,0.5794862564731402
0.4092150718419886,0.4394252277336501,0.25488726470768175,0.569604598410642
0.4033640436217807,0.45055619122529317,0.24492058900917926,0.5617974922628738
0.3972449812877076,0.46095238639691466,0.23267878267991718,0.5532094270509975
0.3853595444249082,0.4706337573664564,0.226722680503671,0.5469206223710955
