Capacity,DVD_ETI,ICA,CCCT
1.0,0.010605695605674377,0.8417887677391416,1.0
0.9994579356209911,0.008954449283264396,0.8452066706055528,0.9996020013899664
0.9989100915325618,0.007278848182085828,0.8486748180972462,0.9992020115778212
0.9983587912621357,0.005584615618468049,0.8521813126340139,0.9988022227839111
0.9977747282818072,0.003798091796972738,0.8558792995905771,0.9983754874802829
0.9971659586753856,0.001939338203873805,0.8597270591583545,0.9979293297480175
0.99625364341338,0.0007074385429600881,0.8634360831585464,0.9972527577920648
0.9950055553318841,0.0001653766236990521,0.8669953268775173,0.996320824714135
0.9935575287272624,0.0,0.8705113519061325,0.9952373249480848
0.9918272555938861,0.0004121775710050397,0.873905914036814,0.993939827404293
0.9899668655942676,0.0009832026506597046,0.8773830625946599,0.9925422465457638
0.9879817257392355,0.001699523565971614,0.8809485829854288,0.9910486924647136
0.9857199373695026,0.0029536645768731295,0.8844307907383232,0.9893446526952735
0.9832078483252789,0.004669994005374127,0.8878689983594795,0.9874497924111367
0.9806555463073611,0.006372925032001645,0.891417007934546,0.9855248892662359
0.9780572865429792,0.00807994165174589,0.8950651399729419,0.9835657493974488
0.9753245898582288,0.009979682352872946,0.8987633049944391,0.9815043362985392
0.9725052635934693,0.011964542534117046,0.9025458127571909,0.9793772955578766
0.969428931466377,0.0144327959928585,0.906272442135644,0.9770547573309868
0.9660802189957529,0.017417828965017024,0.909933820797646,0.9745249609325903
0.9625797711065225,0.02064055597963267,0.9136257647548793,0.9718800525863377
0.9588856058679894,0.024198151373848682,0.9173150043543891,0.9690880361658655
0.9551781219865991,0.02758592150695375,0.9212535285522057,0.9662836192334513
0.951485106568353,0.030730525828834416,0.9254747679879126,0.9634877467107322
0.9476884417346798,0.03394570538197471,0.9298347121234177,0.9606117160158333
0.9438405304772222,0.037084710100970426,0.9344068161596643,0.9576946878016813
0.9398605505618727,0.040383120951907645,0.939066556720664,0.9546767144226896
0.935738188325004,0.04386619478962825,0.9438041193044082,0.9515500215003388
0.9315595751424237,0.04728685088019935,0.9487474828535651,0.9483787369419322
0.9273074152993188,0.050693447062892465,0.9538726437182197,0.9451499995089281
0.9227995503065252,0.05456533908318214,0.9589630481709199,0.941726834835477
0.91803107170384,0.05891124530954516,0.9640181926985117,0.9381054541123014
0.9130775669623389,0.06353227757381917,0.9691280619571164,0.9343427667541031
0.9078920830076616,0.06854973300629656,0.9742397325545252,0.9304034244713976
0.9026014535782584,0.0736210769831561,0.9795150849009241,0.9263825787310237
0.8972129492650287,0.07872479774811746,0.9849658363521491,0.9222856655237447
0.8916234502708389,0.08413299670031697,0.9904685237723717,0.9180351912239865
0.8858599358590178,0.08977083084817482,0.9960601327991678,0.9136513659867739
0.8797546368801129,0.0955122972844566,0.9993245326358748,0.9086817725671739
0.8732770568360005,0.10137713987998713,1.0,0.903069864352764
0.8665232516881322,0.10737310521115256,0.9992428617593551,0.8970402796909919
